,Label,Precision,Recall,F-Measure,lable in Data,lable in Test Data,TP,FP,FN,TN,Test Count
42,SS1,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
43,PN6,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
44,SP4,0.0,0.0,0.0,8,0.8,0.0,0.0,0.8,65.8,66.6
45,SP3,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
46,SP2,0.0,0.0,0.0,10,1.0,0.0,0.0,1.0,65.6,66.6
47,SA1,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
48,S2,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
49,RD7,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
50,RD2,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
51,RD1,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
52,MM4,0.0,0.0,0.0,14,1.4,0.0,0.0,1.4,65.2,66.6
53,MM5,0.0,0.0,0.0,18,1.8,0.0,5.4,1.8,59.4,66.6
54,LI1F2,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
55,MM3,0.0,0.0,0.0,8,0.8,0.0,0.0,0.8,65.8,66.6
56,CM1,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
57,F4,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
58,F3,0.0,0.0,0.0,9,0.9,0.0,0.0,0.9,65.7,66.6
59,E1,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
60,D3,0.0,0.0,0.0,4,0.4,0.0,0.0,0.4,66.2,66.6
61,D2,0.0,0.0,0.0,10,1.0,0.0,0.1,1.0,65.5,66.6
62,CP5,0.0,0.0,0.0,35,3.5,0.0,0.1,3.5,63.0,66.6
63,CP4,0.0,0.0,0.0,12,1.2,0.0,0.0,1.2,65.4,66.6
64,CM,0.0,0.0,0.0,295,29.5,0.0,0.0,29.5,37.1,66.6
65,FC1,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
66,CC4,0.0,0.0,0.0,4,0.4,0.0,0.0,0.4,66.2,66.6
67,CC3,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
68,CC2,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
69,C1,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
70,AR9,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
71,AP3,0.0,0.0,0.0,5,0.5,0.0,0.0,0.5,66.1,66.6
72,AP2,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
73,F6,0.0,0.0,0.0,10,1.0,0.0,0.5,1.0,65.1,66.6
74,FP1,0.0,0.0,0.0,20,2.0,0.0,1.8,2.0,62.8,66.6
75,MM2,0.0,0.0,0.0,6,0.6,0.0,0.0,0.6,66.0,66.6
76,L12,0.0,0.0,0.0,7,0.7,0.0,0.0,0.7,65.9,66.6
77,LL2,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
78,LL1,0.0,0.0,0.0,5,0.5,0.0,0.0,0.5,66.1,66.6
79,LITERACY,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
80,LI2,0.0,0.0,0.0,72,7.2,0.0,0.1,7.2,59.3,66.6
81,AP1,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
82,L7,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
83,L3,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
84,I3,0.0,0.0,0.0,10,1.0,0.0,0.5,1.0,65.1,66.6
85,FP2,0.0,0.0,0.0,15,1.5,0.0,11.0,1.5,54.1,66.6
86,I2,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
87,H3,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
88,H2,0.0,0.0,0.0,5,0.5,0.0,0.0,0.5,66.1,66.6
89,H1,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
90,FP6,0.0,0.0,0.0,14,1.4,0.0,11.0,1.4,54.2,66.6
91,FP4,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
92,FP3,0.0,0.0,0.0,4,0.4,0.0,0.0,0.4,66.2,66.6
93,W3,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
