,Label,Precision,Recall,F-Measure,lable in Data,lable in Test Data,TP,FP,FN,TN,Test Count
18,MM8,0.0,0.0,0.0,8,0.8,0.0,0.1,0.8,65.7,66.6
19,MM6,0.0,0.0,0.0,20,2.0,0.0,0.1,2.0,64.5,66.6
20,MM5,0.0,0.0,0.0,18,1.8,0.0,0.1,1.8,64.7,66.6
21,NB3,0.0,0.0,0.0,3,0.3,0.0,0.1,0.3,66.2,66.6
22,NB4,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
23,NB5,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
24,MM4,0.0,0.0,0.0,14,1.4,0.0,0.6,1.4,64.6,66.6
25,O1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
26,OTHER,0.0,0.0,0.0,27,2.7,0.0,0.1,2.7,63.8,66.6
27,PB1,0.0,0.0,0.0,6,0.6,0.0,0.0,0.6,66.0,66.6
28,PB6,0.0,0.0,0.0,6,0.6,0.0,0.2,0.6,65.8,66.6
29,R4,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
30,PN1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
31,SS2,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
32,W2,0.0,0.0,0.0,3,0.3,0.0,0.1,0.3,66.2,66.6
33,W1,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
34,T3,0.0,0.0,0.0,20,2.0,0.0,0.2,2.0,64.4,66.6
35,T2,0.0,0.0,0.0,4,0.4,0.0,0.2,0.4,66.0,66.6
36,T1,0.0,0.0,0.0,16,1.6,0.0,0.1,1.6,64.9,66.6
37,SS9,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
38,SS8,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
39,SS6,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
40,SS4,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
41,SS1,0.0,0.0,0.0,3,0.3,0.0,0.1,0.3,66.2,66.6
42,PN6,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
43,SP4,0.0,0.0,0.0,8,0.8,0.0,0.1,0.8,65.7,66.6
44,SP3,0.0,0.0,0.0,1,0.1,0.0,0.2,0.1,66.3,66.6
45,SP2,0.0,0.0,0.0,10,1.0,0.0,0.2,1.0,65.4,66.6
46,SA1,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
47,S2,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
48,RD7,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
49,RD2,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
50,RD1,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
51,MM2,0.0,0.0,0.0,6,0.6,0.0,0.1,0.6,65.9,66.6
52,MM3,0.0,0.0,0.0,8,0.8,0.0,0.2,0.8,65.6,66.6
53,LI1F2,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
54,MM1,0.0,0.0,0.0,32,3.2,0.0,0.2,3.2,63.2,66.6
55,LL2,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
56,F4,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
57,F3,0.0,0.0,0.0,9,0.9,0.0,0.1,0.9,65.6,66.6
58,E1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
59,D3,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
60,D2,0.0,0.0,0.0,10,1.0,0.0,0.0,1.0,65.6,66.6
61,CP5,0.0,0.0,0.0,35,3.5,0.0,0.3,3.5,62.8,66.6
62,CP4,0.0,0.0,0.0,12,1.2,0.0,0.2,1.2,65.2,66.6
63,CP2,0.0,0.0,0.0,12,1.2,0.0,0.1,1.2,65.3,66.6
64,CP1,0.0,0.0,0.0,18,1.8,0.0,0.2,1.8,64.6,66.6
65,CM1,0.0,0.0,0.0,3,0.3,0.0,0.2,0.3,66.1,66.6
66,CC3,0.0,0.0,0.0,3,0.3,0.0,0.1,0.3,66.2,66.6
67,CC2,0.0,0.0,0.0,1,0.1,0.0,0.2,0.1,66.3,66.6
68,CC1,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
69,C1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
70,AR9,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
71,AP3,0.0,0.0,0.0,5,0.5,0.0,0.1,0.5,66.0,66.6
72,AP2,0.0,0.0,0.0,3,0.3,0.0,0.2,0.3,66.1,66.6
73,F6,0.0,0.0,0.0,10,1.0,0.0,0.1,1.0,65.5,66.6
74,FC1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
75,FP1,0.0,0.0,0.0,20,2.0,0.0,0.1,2.0,64.5,66.6
76,I5,0.0,0.0,0.0,17,1.7,0.0,0.2,1.7,64.7,66.6
77,LL1,0.0,0.0,0.0,5,0.5,0.0,0.1,0.5,66.0,66.6
78,LITERACY,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
79,AP1,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
80,L7,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
81,L3,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
82,L12,0.0,0.0,0.0,7,0.7,0.0,0.1,0.7,65.8,66.6
83,I6,0.0,0.0,0.0,40,4.0,0.0,0.2,4.0,62.4,66.6
84,I3,0.0,0.0,0.0,10,1.0,0.0,0.2,1.0,65.4,66.6
85,FP2,0.0,0.0,0.0,15,1.5,0.0,0.1,1.5,65.0,66.6
86,I2,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
87,H3,0.0,0.0,0.0,2,0.2,0.0,0.0,0.2,66.4,66.6
88,H2,0.0,0.0,0.0,5,0.5,0.0,0.1,0.5,66.0,66.6
89,H1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
90,FP6,0.0,0.0,0.0,14,1.4,0.0,0.2,1.4,65.0,66.6
91,FP4,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
92,FP3,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
93,W3,0.0,0.0,0.0,1,0.1,0.0,0.2,0.1,66.3,66.6
