,Label,Precision,Recall,F-Measure,lable in Data,lable in Test Data,TP,FP,FN,TN,Test Count
0,CM,0.7677467686658862,0.9347121599181557,0.8365503439779209,295,29.5,27.3,8.3,2.2,28.8,66.6
1,LI1,0.7408831661383513,0.8492945987063634,0.7868602481955582,348,34.8,29.4,10.4,5.4,21.4,66.6
2,I1,0.47888888888888886,0.10755301243304341,0.16832411067193678,177,17.7,1.9,2.2,15.8,46.7,66.6
3,L2,0.4216666666666667,0.17584415584415583,0.21046620046620043,82,8.2,1.2,1.1,7.0,57.3,66.6
4,F1,0.21428571428571427,0.03844988344988345,0.059908424908424907,149,14.9,0.5,1.1,14.4,50.6,66.6
5,L1,0.2,0.075,0.10666666666666666,23,2.3000000000000003,0.2,0.2,2.1,64.1,66.6
6,SP1,0.13999999999999999,0.07435897435897436,0.0642857142857143,89,8.899999999999999,0.7,1.4,8.2,56.3,66.6
7,MM7,0.12857142857142856,0.15,0.11111111111111112,24,2.4,0.3,0.8,2.1,63.4,66.6
8,FP5,0.1,0.02,0.03333333333333334,34,3.4,0.1,0.2,3.3,63.0,66.6
9,F2,0.1,0.0125,0.02222222222222222,53,5.3,0.1,0.5,5.2,60.8,66.6
10,LI2,0.1,0.008333333333333333,0.015384615384615385,72,7.199999999999999,0.1,1.0,7.1,58.4,66.6
11,CC4,0.1,0.1,0.1,4,0.4,0.1,0.1,0.3,66.1,66.6
12,D2,0.1,0.03333333333333333,0.05,10,1.0,0.1,0.0,0.9,65.6,66.6
13,I7,0.05,0.025,0.03333333333333333,34,3.4,0.1,0.5,3.3,62.7,66.6
14,main,0.03916174874426813,0.028004080122335944,0.02794028305975309,0,0.0,0.0,0.0,0.0,0.0,0.0
15,PN1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
16,N1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
17,MM9,0.0,0.0,0.0,15,1.5,0.0,0.1,1.5,65.0,66.6
18,NB3,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
19,MM8,0.0,0.0,0.0,8,0.8,0.0,0.1,0.8,65.7,66.6
20,MM6,0.0,0.0,0.0,20,2.0,0.0,0.1,2.0,64.5,66.6
21,MM5,0.0,0.0,0.0,18,1.8,0.0,0.0,1.8,64.8,66.6
22,NB4,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
23,NB5,0.0,0.0,0.0,4,0.4,0.0,0.0,0.4,66.2,66.6
24,O1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
25,MM4,0.0,0.0,0.0,14,1.4,0.0,0.2,1.4,65.0,66.6
26,OTHER,0.0,0.0,0.0,27,2.7,0.0,0.0,2.7,63.9,66.6
27,PB1,0.0,0.0,0.0,6,0.6,0.0,0.0,0.6,66.0,66.6
28,PB6,0.0,0.0,0.0,6,0.6,0.0,0.2,0.6,65.8,66.6
29,NB1,0.0,0.0,0.0,21,2.1,0.0,0.1,2.1,64.4,66.6
30,RD1,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
31,PN6,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
32,R4,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
33,W2,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
34,W1,0.0,0.0,0.0,4,0.4,0.0,0.0,0.4,66.2,66.6
35,T3,0.0,0.0,0.0,20,2.0,0.0,0.2,2.0,64.4,66.6
36,T2,0.0,0.0,0.0,4,0.4,0.0,0.2,0.4,66.0,66.6
37,T1,0.0,0.0,0.0,16,1.6,0.0,0.0,1.6,65.0,66.6
38,SS9,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
39,SS8,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
40,SS6,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
41,SS4,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
42,SS2,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
43,SS1,0.0,0.0,0.0,3,0.3,0.0,0.2,0.3,66.1,66.6
44,SP4,0.0,0.0,0.0,8,0.8,0.0,0.0,0.8,65.8,66.6
45,SP3,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
46,SP2,0.0,0.0,0.0,10,1.0,0.0,0.0,1.0,65.6,66.6
47,SA1,0.0,0.0,0.0,2,0.2,0.0,0.1,0.2,66.3,66.6
48,S2,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
49,RD7,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
50,RD2,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
51,MM2,0.0,0.0,0.0,6,0.6,0.0,0.0,0.6,66.0,66.6
52,MM3,0.0,0.0,0.0,8,0.8,0.0,0.1,0.8,65.7,66.6
53,LI1F2,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
54,MM1,0.0,0.0,0.0,32,3.2,0.0,0.0,3.2,63.4,66.6
55,LL2,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
56,F6,0.0,0.0,0.0,10,1.0,0.0,0.0,1.0,65.6,66.6
57,F4,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
58,F3,0.0,0.0,0.0,9,0.9,0.0,0.1,0.9,65.6,66.6
59,E1,0.0,0.0,0.0,1,0.1,0.0,0.1,0.1,66.4,66.6
60,D3,0.0,0.0,0.0,4,0.4,0.0,0.1,0.4,66.1,66.6
61,CP5,0.0,0.0,0.0,35,3.5,0.0,0.1,3.5,63.0,66.6
62,CP4,0.0,0.0,0.0,12,1.2,0.0,0.0,1.2,65.4,66.6
63,CP2,0.0,0.0,0.0,12,1.2,0.0,0.1,1.2,65.3,66.6
64,CP1,0.0,0.0,0.0,18,1.8,0.0,0.1,1.8,64.7,66.6
65,CM1,0.0,0.0,0.0,3,0.3,0.0,0.2,0.3,66.1,66.6
